,"(t,n)门限",5G,6Li量子简并费米气体,Andreev反射,A型三能级原子,BB84,BB84协议,BB84系统,Bell不等式测试,Bell基测量,Bell态,Bell态信道,Bell测量,Born-Markov方程,B样条,CAST-256加密算法,CHSH不等式,CNOT操作,Cluster态,Cramer-Rao极限,DM相互作用,Deutsch-Jozsa算法,Dzyaloshinskii-Moriya相互作用,Fuzzy C均值聚类,Grover算法,Hash算法,Hofstadter梯子,Hong-Ou-Mandel干涉,I-V曲线,IBM Q Experience,IBM量子实验平台,IBM量子模拟器,InP/ZnS量子点材料,Josephson结,J耦合,K介子,LCD码,LabRAD,Lévy飞行,MPI,Majorana束缚态,Majorana费米子,Matlab,McEliece,Micro-LED,Morris-Shore变换,Mostafa Esmaeili方案,Mott绝缘体,Mott绝缘态,NEQR表达式,NTRU格,OpenFlow,PT-对称性,Polar码,QCD临界点,QCD演化,QuEST,RSA,Rashba和Dresselhaus自旋轨道耦合,SDN,Shor算法,Su-Schrieffer-Heeger原子链,Time-bin量子比特,T型,Von Neumann量子约化熵理论,V型原子,Weyl编序,Wigner函数,W态,W纠缠态,Y-00协议,Z2拓扑不变量,d级单粒子,d维,d维Cluster态,d维三粒子纠缠态,p波超导体,von-Neumann测量,χ型纠缠态,一型模糊逻辑控制器,三体纠缠,三终端系统,三能级原子,三量子比特Dicke模型,三量子点,不可克隆,不确定关系,不经意传输,丝网印刷,两体纠缠,两带模型,两端纠缠交换,中国电子离子对撞机,临界指数,临界点,主被动一体化,二次切割与连接排序,二维量子行走,二能级原子,云模型,云计算,五粒子团簇态,五输入择多门,交叉相位调制,人工智能,介子,代理重加密,仲裁量子签名,任务规划,任务调度,任意二量子态,任意二量子比特态,任意单量子算子,任意赤道态,伊辛模型,休眠策略,优化控制,优化算法,传输矩阵,依赖强度与时间耦合,保密传输,保密容量,保密通信,保真度,信息压缩,信息安全,信息流,信息素,信息译码攻击,信道参数,信道容量,信道平均保真度,信道生存函数,信道误码率,假设检验,偏振补偿,偏置校准,傅里叶变换,光与物质相互作用,光力诱导透明,光力阵列系统,光子拓扑绝缘体,光子计数,光学分束器,光学双稳,光学微操控,光学微腔,光学检测,光开关,光晶格,光源抖动,光电子学,光纤传感器,光纤复合架空地线(OPGW),光纤多方量子通信,光缆舞动,光谱分布,光通信,光通信技术,光量子计算,克喇默斯色散理论,克拉美-罗下界,免疫传感器,全光逻辑或门,全加器,全局优化,全局信息,全彩显示器件,全球量子卫星网络,公钥密码,公钥密码体制,共享密钥,共轭,共轭线性对称性,共轭线性算子,关联光子源,关联双光子源,关联成像,关联特性,关联规则,内生安全光通信,内禀磁性,军事车载网,冰云,冰水含量,几何相,几何相位,几何量子失谐,分子器件,分子束外延,分子电子学,分子磁性,分布式,分数傅里叶变换,分束器,分离腔,分类,分类精度,分类规则挖掘,分组密码,列表译码,功率分配,功耗模型,加密体制,加速算子,加速线程库,动力学去耦合脉冲,动态搜索,动态稳定性,动态阈值,区分优势,区块链,区域查询,匿名量子通信,半双工,半周期调制,半导体/超导体纳米线,半正定算子测量,半诚信第三方,半量子密码学,半量子隐私比较,协同搜索,单光子,单分子电导测量,单分子电输运,单粒子,单配性,卫星,卷积神经网络,厄米特算符,压缩驱动,原像抽样算法,原子-腔系统,原子布居几率,原子干涉仪,原子微腔耦合系统,原子操纵,原子激发态布居数,原子的光学操控,原子的激光冷却,原子管理,参数优化,双向,双向受控量子隐形传态,双向认证,双向身份认证,双向量子操作传送,双层规划,双模光场,双模压缩态,双模真空腔场,双模腔场,双腔耦合强度,双路协议,双边类型LDPC码,双量子点,双量子点系统,双链量子实数编码,双阶梯型量子线,双隐层自编码极限学习机,反事实量子通讯,反射式鬼成像,反聚束效应,反铁磁绝缘体,发色团对,受控远程态制备,受控远程执行,受控非门,受激拉曼绝热通道,受驱量子比特,叠加性质,叠加资源理论,可信QKD系统,可信云,可信区块链,可信执行环境,可信服务器,可信物联网,可信计算,可控光子传输,可见度,可证明安全,可证明安全性,台识别码,各向异性,同态签名,同步,后量子,后量子密码,含时薛定谔方程,含错学习问题,启发式策略,吴大峻-杨振宁磁单极描述,吸引点,吸收光谱,和乐量子计算,品质因子,啁啾,噪声,噪声抑制,四波混频,四波混频过程,因果律,固态量子存储器,图像分割,图像加密,图像增强,图像处理,图像的熵,均匀分布采样,坐标—动量互换算符,基于格的密码,基于谱聚类的方法,基本对易关系,基矢光前量子化,基矢旋转,增益校准,复合脉冲,复杂势场量子弹球,多GPU,多任务,多体量子相干,多光子跃迁,多态量子系统,多播,多方秘密共享,多方量子密钥协商,多方量子身份认证,多核体系,多波长鬼成像,多维数据协调,多节点QKD系统,多路径路由选择,多量子纠缠信道,大数据,大气信道,大气湍流,大气相位起伏,大自旋体系,大规模多输入多输出,大量子空间,大陈数,天线选择,太赫兹技术,奇异点,奇异金属行为,奇特强子态,子空间分割,孤子碰撞,宇称探测,安全密钥,安全密钥率,安全性分析,安全系数,完整PT-对称性,完整共轭线性对称性,完美前向安全性,实数态克隆,容错学习问题,密度泛函理论,密度泛函结合对称性破损态,密度涨落,密文搜索,密码分析,密码分组链接模式,密钥,密钥共识,密钥分发,密钥分块传输,密钥封装方案,密钥扩展,密钥更新算法,密钥生成率,密钥管理,对称保护拓扑态,对称加密,对称密码,对纠缠,尺度不变特征变换,局域电子态,属性基加密,属性撤销,差分相移键控解调,差分进化算法,布居几率,布洛赫-西格特位移,布谷鸟搜索,幅值阻尼,干涉法测角,平均磁化强度,平稳相位,并发度,幺正变换,幺正变换算符,幺正操作,广义Feistel结构,库恩-托马斯求和规则,应用,应用分析,度量,建模,异质结构,弗洛凯表象,强关联拓扑态,强关联材料,强关联系统,强化学习,强度关联耦合,强聚焦,循环码,微正则系综,微波-光纠缠,微波非经典量子态,微纳光学,快光,快速算法,慢光,成像技术,成像系统,成功率,手征平滑过渡温度,手征性,手征拉氏量,手征波导,手征相变温度,手征量子光学,手征马约拉纳费米子,手性流,扫描隧道显微镜,抗截获通信,抗量子,抗量子可信计算,抗量子安全协议,抗量子密码,抗量子攻击,抗量子计算攻击,拉曼散射,拉盖尔多项式,拓扑场论,拓扑序,拓扑态,拓扑材料,拓扑激发,拓扑绝缘体,拓扑超导,拓扑量子场论,拓扑量子计算,指示单光子源,振幅阻尼信道,探测器死时间,控制远程制备,效用分配,散粒噪声,数值模拟,数字签名,数据挖掘,旅行商问题,旋转不变态,旋转动力学,旋转多普勒效应,无相互作用,无穷范数,无线信道,无线网状网络,无证书,无证书签密,无陷门,时变外磁场,时移操作,星地量子链路,星舰量子密钥分发,显存,显著性检验,晶体生长,最佳灵敏度,最大似然估计迭代算法,最大纠缠态,最小二乘支持向量机,最小剩余共生纠缠,有序算符内的积分技术,有心结构耦合腔,有效哈密顿,有限码长效应,本原格,本征波函数,本征能量,机器学习,机器视觉,机械振子,析取元素,标记相干态,标记配对相干态,核介质效应,核子结构,核子自旋,核核碰撞,核磁共振,格密码,格点量子色动力学,模LWE/LWR问题,模拟退火,正交相移键控,气溶胶粒子浓度,氢原子,水下无线传感器网络,法布里珀罗,泡利噪声,泡利抑制,波函数,波函数坍缩,波动力学,波段可调,波粒二象性关系,波长分配,注塑成型,测量,测量设备无关,测量设备无关量子密钥分配,浮选工况识别,海上平台,海上风速,海森堡XYZ链,海森堡不确定原理,海森堡模型,海森堡自旋模型,海森堡自旋链,海森堡量子化条件,海洋光学,海洋湍流,海量业务终端,消光系数,消息恢复,消息恢复签名,涡旋叠加态,深度优先搜索,混合双向受控量子通信,混合编码,混合采样,混合量子神经网络算法,混度序列,混沌保密通信,混沌量子粒子群,温度,温度测量,温度补偿,湿度测量,滤除噪声,演化规律,激光技术,激光雷达,激子极化激元,点间隧穿,热化,热纠缠,熵,熵不确定关系,熵增加原理,爱因斯坦引力,物理层安全,物理意义,物联网,特征选择,狄拉克弦,狄拉克量子泊松括号,环上带差错的学习,环上误差学习,环上误差学习问题,环境多因子,环境记忆效应,环境迁移模型,玻尔并协性原理,玻色-爱因斯坦凝聚,理想格,生存函数,生成多项式,生物光子学,申威26010,电光力转换器,电化学传感器,电化学调控,电子离子对撞机,电子输运,电磁诱导透明介质,电站载物爬楼机器人,电荷量子化,电路QED晶格,盲签名,盲量子计算,直接远程制备,直觉主义逻辑,相互无偏基,相位估计,相位协变克隆,相位差,相位调控,相干保持度,相干反馈,相干态,相干性,相干矢量,相移键控,相结构,真七粒子纠缠态,瞬态吸收谱,矢量介子,矢量势积分表示,石墨烯,石墨烯量子点,研究进展,硅压阻式压力传感器,磁单极,磁场,磁场均匀程度,磁性掺杂,磁通量子比特,神经网络,神经网络集成,离散优化,离散对数,离散调制,秘密握手,积分变换,移动可信计算,移动群智感知,稀土掺杂晶体,稀疏化最小二乘支持向量机,窃听攻击,第三方,签密,算符厄密多项式理论,算符排列规则,类DH密钥交换,粤港澳大湾区,精英策略,紧急任务分配,纠缠,纠缠交换,纠缠交换技术,纠缠光子源,纠缠反馈控制,纠缠度,纠缠度演化,纠缠波分接入,纠缠辅助量子码,红外与可见光图像,级联环境,组合优化,经典仪器,绝热捷径,绝热捷径技术,统计波动,统计物理,综合算法,编好序的积分理论,编码,网络编码,网络覆盖率,罗兰C,群体智能,耗散粒子群,耦合映像格子,耦合系统,聚合签密,能流,能谱,能量,能量算符,脉冲位置调制,腔-原子系统,腔光力系统,腔量子电动力学,腔量子电动力学系统,自发参量下转换,自对偶,自旋注入效率(SIE),自旋电导开关效应,自旋相干态变分法,自旋轨道耦合,自旋过滤,自旋链,自由空间,自由粒子,自适应调整,色转换层,范式变迁,荧光传感器,薛定谔方法,虚拟仿真,虚拟资源,蚁群优化,螺旋相衬成像,表象变换,表象理论,被动诱骗态,观察者视角,规范变换,视觉跟踪,角动量,角度相位匹配,解空间变换,计数器模式,计算复杂性理论,计算鬼成像,认证密钥交换,认证密钥协商,记忆信道,访问控制,评估计算,误码率,诱骗态,谐振子,谐振子势,贝尔态,负值度,质子质量,超分辨,超固体,超导,超导量子电路,超导量子计算,超引力,超强激光,超强耦合,超快光学,超构表面,超流,超辐射,路径积分,路径积分方法,路由发现,路由算法,身份认证,车辆路径问题,轨道角动量,软墙量子弹球,辐射计,边界效应,边缘态,迁移学习,远程态制备,连续变量,连续变量量子密钥分发,连续变量量子密钥分配,迭代收缩阈值算法,退极化信道,退相干,退相干通道,适体传感器,透射率,通信效率,通信网络,通用酉算子,部分子分布,部分未知酉算子,酉变换,里德堡原子,重味强子谱,重费米子,量子Fisher信息,量子中继,量子临界现象,量子主方程,量子云平台,量子互联网,量子低密度码,量子保密查询,量子保密通信,量子保真度,量子信息,量子信息分裂,量子信息处理,量子信息技术,量子信息散度,量子信息论,量子傅里叶变换,量子催化,量子元胞自动机,量子光学,量子克隆,量子关联,量子关联动力学,量子关联多体物理,量子分束,量子力学,量子加密U盘,量子化,量子化学从头算,量子化学反应优化,量子化条件,量子匿名认证密钥交换,量子卫星光网络,量子卫星应用,量子卫星通信,量子压缩,量子反常霍尔效应,量子变异,量子同态加密,量子噪声,量子噪声流加密,量子噪声通道,量子噪声随机加密,量子噪声随机流密码,量子图像,量子图像分割,量子图像加密,量子图像处理,量子图像描述,量子图像水印,量子场熵演化,量子多方匿名投票,量子多方隐私比较,量子失协,量子失谐,量子存储,量子安全多方求和,量子密码,量子密码与量子计算,量子密钥分发,量子密钥分发网络,量子密钥分配,量子密钥协商,量子密钥池,量子密钥管理(QKM),量子对话,量子差分算法,量子干涉,量子度量学,量子开放系统,量子开系统的主方程,量子引力,量子态双向远程联合制备,量子态扩散方法,量子态操控,量子态演化,量子态远程联合制备,量子扩散通道,量子投票,量子拉比模型,量子振荡,量子搜索,量子操作区分,量子收发器,量子攻击,量子效率,量子旋转门,量子时钟同步,量子模拟,量子比特,量子比特基,量子比特效率,量子气体,量子测量,量子测量效应,量子涡旋陀螺仪,量子混沌,量子游走,量子漫步,量子点,量子点体散射扩散板,量子点半导体光放大器,量子点接触,量子点网点导光板,量子点背光,量子点阵列,量子物理,量子特征函数,量子状态估计,量子狼群算法,量子电路,量子疤痕,量子盲签名,量子相位跟踪,量子相变,量子相对熵,量子相干,量子相干反馈,量子相干性,量子科学实验卫星,量子科技战略,量子秘密共享,量子秘密共享协议,量子稳定子码,量子算法,量子管理,量子粒子群,量子粒子群优化,量子粒子群优化算法,量子粒子群算法,量子纠缠,量子纠缠态,量子纠错码,量子线路模拟器,量子结构,量子统计力学的群论形式,量子统计复杂度,量子编程,量子网络,量子网络编码,量子色动力学,量子蚁群,量子行为粒子群优化算法,量子衍生,量子表达,量子计算,量子计算密码,量子计算机,量子误码率,量子调控,量子费希尔信息,量子跳跃,量子轨线,量子输运,量子进化算法,量子退火,量子退相干,量子通信,量子通信网络,量子速度极限,量子遗传算法,量子随机数,量子隐形传态,量子隐形传输,量子雷达,量子霍尔效应,量子霸权,量子非定域性,金刚石锡空位色心,铁磁半导体,铁磁绝缘体,链路成本函数,错误率分析,长距离传输,阿秒脉冲,降雨强度,降雪强度,随机势场,随机双折射,隐形传态,隐私保护,隐私比较,隧穿磁电阻,集体噪声,集体攻击,集体流,集成结论生成,集成量子光学,零差检测量子反馈,非X-型量子态,非共振,非厄米,非厄米系统,非对称信道,非对称双向受控远程态制备,非对称双向受控量子信息混合传输,非对称双向受控隐形传态,非对称自旋系统,非对称量子隐形传态,非常规超导,非平衡数据,非平衡格林函数,非平衡格林函数法,非平衡马赫-曾德尔干涉仪,非广延熵纠缠,非旋波近似,非最大纠缠态,非线性J-C模型,非线性光学,非经典性质,非绝热演化,非阿贝尔统计,非阿贝尔编织,非马尔可夫量子态扩散方法,非马尔科夫,非马尔科夫环境,非高斯纠缠态,频率和动量正相关,颜色特征,马约拉纳零能模,马赫-曾德尔干涉仪,高性能QKD,高性能量子密钥分发,高斯-柯西变异算子,高斯变异,高斯采样,高维编码,高色域,高速信息防护传输系统,鲁棒性,鲁棒性分析,鲁棒性能
REHMAN Fazal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
丁东,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
丁亨通,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
